"user_id";"user_external_id";"Gender";"Age";"Zip code";"Work situation";"Level of education";"Joblevel";"Language preference";"Drink behavior";"entrepeneur";"owner or renter";"Household";"Country";"Q: Bent u momenteel op vakantie?";"answered";"Ja";"Nee";"user_external_id";"Q: Waar bent u op vakantie";"answered";"answer";"category";"user_external_id";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"answered";"Ja";"Nee";"user_external_id";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"answered";"Ja";"Nee";"user_external_id";"Q: Dank voor de snelle hulp.";"answered";"answer";"user_external_id";"Q: Dank voor de snelle deelname.";"answered";"answer"
12762;"3.19.25114099";"Male";1997;2440;"Full time (32+ hours)";"Higher general secondary education";"Management";"Dutch";"Red wine";"Yes";"Rental home";"Single & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"05-08-2021 11:12:46";;1;;;;;;"3.19.25114099";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"05-08-2021 11:12:52";1;;;;;;;"3.19.25114099";"Q: Dank voor de snelle hulp.";"06-08-2021 12:47:49";1;;;;
17951;"4.21.10619288";"Female";2000;2100;"Student";"Vocational school";"Management";"Dutch";"Water";"No";"Rental home";"Living together with room mates";"Belgium";"Q: Bent u momenteel op vakantie?";"05-08-2021 11:19:47";1;;"4.21.10619288";"Q: Waar bent u op vakantie";"05-08-2021 11:20:06";"Spanje (Marbella)";;;;;;;"4.21.10619288";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"05-08-2021 11:20:11";;1;;;;;"4.21.10619288";"Q: Dank voor de snelle deelname.";"05-08-2021 11:20:17";1
15315;"4.20.19716652";"Male";1980;3680;"Entrepreneur";"Professional education (Bachelor)";"Board";"Dutch";"Red wine";"Yes";"Owner-occupied home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"05-08-2021 11:22:28";;1;;;;;;"4.20.19716652";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"05-08-2021 11:22:33";1;;;;;;;"4.20.19716652";"Q: Dank voor de snelle hulp.";"05-08-2021 11:22:36";1;;;;
18525;"7.21.28319862";"Female";2002;3294;"Student";"Higher general secondary education";"Projectmanagement";"Dutch";"Fruit juices";"No";"Owner-occupied home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"05-08-2021 11:26:28";;1;;;;;;"7.21.28319862";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"05-08-2021 11:26:33";;1;;;;;;"7.21.28319862";"Q: Dank voor de snelle hulp.";"05-08-2021 11:26:38";1;;;;
15142;"3.20.28616479";"Male";1995;2140;"Student";"Higher general secondary education";"Management";"Dutch";"Red wine";"Yes";"Rental home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"05-08-2021 11:54:10";1;;"3.20.28616479";"Q: Waar bent u op vakantie";"05-08-2021 11:54:19";"Spanje";;;;;;;"3.20.28616479";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"05-08-2021 11:54:28";;1;;;;;"3.20.28616479";"Q: Dank voor de snelle deelname.";"05-08-2021 11:54:32";1
7960;"7.18.2869297";"Female";1966;2550;"Unemployed";"Higher general secondary education";"Management";"Dutch";"Beer (Lager)";"Yes";"Rental home";"Single & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"05-08-2021 12:26:57";1;;"7.18.2869297";"Q: Waar bent u op vakantie";"05-08-2021 12:27:02";"De zee";;;;;;;"7.18.2869297";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"05-08-2021 12:27:06";1;;;;;;"7.18.2869297";"Q: Dank voor de snelle deelname.";"05-08-2021 12:27:08";1
11009;"12.18.19312346";"Male";1984;8000;"Unemployed";"Primary-secondary school/no school";;"Dutch";"White wine";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"05-08-2021 15:49:14";;1;;;;;;"12.18.19312346";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"05-08-2021 15:49:22";;1;;;;;;"12.18.19312346";"Q: Dank voor de snelle hulp.";"05-08-2021 15:49:25";1;;;;
18498;"7.21.24619835";"Male";2000;9680;"Entrepreneur";"Professional education (Bachelor)";"Board";"Dutch";"Red wine";"Yes";"Rental home";"Single & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"05-08-2021 16:20:58";;1;;;;;;"7.21.24619835";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"05-08-2021 16:21:04";;1;;;;;;"7.21.24619835";"Q: Dank voor de snelle hulp.";"05-08-2021 16:21:08";1;;;;
11396;"1.19.06712733";"Female";1989;2660;"Part time";"Primary-secondary school/no school";;"Dutch";"Soft drinks";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"05-08-2021 17:02:24";;1;;;;;;"1.19.06712733";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"05-08-2021 17:03:44";1;;;;;;;"1.19.06712733";"Q: Dank voor de snelle hulp.";"05-08-2021 17:03:48";1;;;;
16114;"8.20.03117451";"Male";1986;2200;"Full time (32+ hours)";"Primary-secondary school/no school";"Administrative support";"Dutch";"Soft drinks";"No";"Owner-occupied home";"Living together with room mates";"Belgium";"Q: Bent u momenteel op vakantie?";"05-08-2021 22:49:38";;1;;;;;;"8.20.03117451";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"05-08-2021 22:49:43";;1;;;;;;"8.20.03117451";"Q: Dank voor de snelle hulp.";"05-08-2021 22:49:45";1;;;;
18539;"7.21.31619876";"Male";1946;3000;"Retired / early retirement";"Professional education (Bachelor)";;"Dutch";"Red wine";"No";"Owner-occupied home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"06-08-2021 00:03:16";;1;;;;;;"7.21.31619876";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"06-08-2021 00:03:23";;1;;;;;;"7.21.31619876";"Q: Dank voor de snelle hulp.";"06-08-2021 00:03:26";1;;;;
17078;"12.20.13718415";"Female";1993;2275;"Part time";"Primary-secondary school/no school";;"Dutch";"White wine";"No";"Rental home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"06-08-2021 07:59:21";;1;;;;;;"12.20.13718415";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"06-08-2021 07:59:29";1;;;;;;;"12.20.13718415";"Q: Dank voor de snelle hulp.";"06-08-2021 07:59:39";1;;;;
18556;"8.21.04319893";"Female";1996;1555;"Unemployed";"Professional education (Bachelor)";"Projectmanagement";"Chinese ( Mandarin)";"Red wine";"Yes";"Owner-occupied home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"06-08-2021 09:20:40";1;;"8.21.04319893";"Q: Waar bent u op vakantie";"06-08-2021 09:20:52";"Sexs ";;;;;;;"8.21.04319893";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"06-08-2021 09:20:56";;1;;;;;"8.21.04319893";"Q: Dank voor de snelle deelname.";"06-08-2021 09:21:00";1
5610;"2.18.0366947";"Female";1995;3990;"Full time (32+ hours)";"Primary-secondary school/no school";"Executive staff";"Dutch";"Mixed drinks";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"06-08-2021 09:50:46";;1;;;;;;"2.18.0366947";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"06-08-2021 09:50:52";;1;;;;;;"2.18.0366947";"Q: Dank voor de snelle hulp.";"06-08-2021 09:51:03";1;;;;
15309;"4.20.18616646";"Female";2000;9680;"Student";"Vocational school";"Projectmanagement";"Dutch";"Red wine";"Yes";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"06-08-2021 11:29:18";1;;"4.20.18616646";"Q: Waar bent u op vakantie";"06-08-2021 11:29:33";"Duitsland 
";;;;;;;"4.20.18616646";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"06-08-2021 11:29:48";;1;;;;;"4.20.18616646";"Q: Dank voor de snelle deelname.";"06-08-2021 11:29:54";1
16876;"11.20.16118213";"Male";1987;3950;"Full time (32+ hours)";"Vocational school";"Executive staff";"Dutch";"Beer (Lager)";"No";"Rental home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"06-08-2021 12:26:39";;1;;;;;;"11.20.16118213";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"06-08-2021 12:26:44";;1;;;;;;"11.20.16118213";"Q: Dank voor de snelle hulp.";"06-08-2021 12:26:47";1;;;;
18040;"4.21.24619377";"Male";1978;9090;"Full time (32+ hours)";"Advanced vocational education";"Administrative support";"Dutch";"Liqueurs";"No";"Owner-occupied home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"06-08-2021 16:14:11";;1;;;;;;"4.21.24619377";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"06-08-2021 16:14:18";1;;;;;;;"4.21.24619377";"Q: Dank voor de snelle hulp.";"06-08-2021 16:14:44";1;;;;
16259;"8.20.25217596";"Female";2001;2550;"Full time (32+ hours)";"Higher general secondary education";"Projectmanagement";"Dutch";"Red wine";"No";"Rental home";"Single & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"06-08-2021 16:26:31";1;;"8.20.25217596";"Q: Waar bent u op vakantie";"06-08-2021 16:26:39";"Spanje";;;;;;;"8.20.25217596";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"06-08-2021 16:26:43";1;;;;;;"8.20.25217596";"Q: Dank voor de snelle deelname.";"06-08-2021 16:26:45";1
18568;"8.21.07619905";"Male";1994;3530;"Student";"Higher general secondary education";"Projectmanagement";"Dutch";"Beer (Lager)";"No";"Owner-occupied home";"Living together with room mates";"Belgium";"Q: Bent u momenteel op vakantie?";"07-08-2021 10:04:24";;1;;;;;;"8.21.07619905";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"07-08-2021 10:04:29";1;;;;;;;"8.21.07619905";"Q: Dank voor de snelle hulp.";"07-08-2021 10:04:31";1;;;;
18507;"7.21.25719844";"Female";2007;9160;"Student";"Primary-secondary school/no school";"Executive staff";"Dutch";"Soft drinks";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"07-08-2021 13:11:15";;1;;;;;;"7.21.25719844";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"07-08-2021 13:11:19";;1;;;;;;"7.21.25719844";"Q: Dank voor de snelle hulp.";"07-08-2021 13:11:21";1;;;;
18485;"7.21.21319822";"Female";2000;9620;"Part time";"Primary-secondary school/no school";"Executive staff";"Dutch";"Beer (Lager)";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"08-08-2021 18:59:19";;1;;;;;;"7.21.21319822";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"08-08-2021 18:59:24";;1;;;;;;"7.21.21319822";"Q: Dank voor de snelle hulp.";"08-08-2021 18:59:27";1;;;;
5977;"3.18.1177314";"Female";2000;3800;"Pupil/scholar";"Primary-secondary school/no school";;"Dutch";"Soft drinks";"Yes";"Owner-occupied home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"09-08-2021 01:10:19";;1;;;;;;"3.18.1177314";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"09-08-2021 01:10:24";;1;;;;;;"3.18.1177314";"Q: Dank voor de snelle hulp.";"09-08-2021 01:10:26";1;;;;
18586;"8.21.09119923";"Male";1995;1818;"Entrepreneur";"Primary-secondary school/no school";"Executive staff";"English";"Beer (Lager)";"Yes";"Owner-occupied home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"09-08-2021 01:38:06";1;;"8.21.09119923";"Q: Waar bent u op vakantie";"09-08-2021 12:38:28";"JBay1000$";;;;;;;"8.21.09119923";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"09-08-2021 12:38:38";1;;;;;;"8.21.09119923";"Q: Dank voor de snelle deelname.";"09-08-2021 12:38:41";1
18588;"8.21.10219925";"Female";2000;1800;"Student";"Vocational school";"Management";"Dutch";"Red wine";"No";"Owner-occupied home";"Single & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"10-08-2021 00:53:49";;1;;;;;;"8.21.10219925";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"10-08-2021 00:53:53";;1;;;;;;"8.21.10219925";"Q: Dank voor de snelle hulp.";"10-08-2021 00:53:55";1;;;;
18591;"8.21.10219928";"Female";1989;2100;"Full time (32+ hours)";"Primary-secondary school/no school";"Administrative support";"Dutch";"Red wine";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"10-08-2021 10:15:33";;1;;;;;;"8.21.10219928";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"10-08-2021 10:15:37";;1;;;;;;"8.21.10219928";"Q: Dank voor de snelle hulp.";"10-08-2021 10:15:39";1;;;;
18590;"8.21.10219927";"Male";1997;2610;"Full time (32+ hours)";"Primary-secondary school/no school";"Executive staff";"Dutch";"Red wine";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"10-08-2021 10:16:02";1;;"8.21.10219927";"Q: Waar bent u op vakantie";"10-08-2021 10:16:19";"Nee";;;;;;;"8.21.10219927";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"10-08-2021 10:16:23";;1;;;;;"8.21.10219927";"Q: Dank voor de snelle deelname.";"10-08-2021 10:16:25";1
18594;"8.21.10219931";"Female";2004;2660;"Student";"Professional education (Bachelor)";"Board";"Dutch";"Soft drinks";"No";"Rental home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"10-08-2021 13:58:00";;1;;;;;;"8.21.10219931";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"10-08-2021 13:58:07";;1;;;;;;"8.21.10219931";"Q: Dank voor de snelle hulp.";"10-08-2021 13:58:09";1;;;;
18601;"8.21.11319938";"Male";2000;9750;"Pupil/scholar";"Primary-secondary school/no school";;"Dutch";"Soft drinks";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"11-08-2021 09:54:59";;1;;;;;;"8.21.11319938";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"11-08-2021 09:55:04";;1;;;;;;"8.21.11319938";"Q: Dank voor de snelle hulp.";"11-08-2021 09:55:06";1;;;;
18607;"8.21.11319944";"Female";2003;2100;"Student";"Professional education (Bachelor)";"Projectmanagement";"Dutch";"Red wine";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"11-08-2021 22:26:34";;1;;;;;;"8.21.11319944";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"11-08-2021 22:26:40";;1;;;;;;"8.21.11319944";"Q: Dank voor de snelle hulp.";"11-08-2021 22:26:42";1;;;;
18608;"8.21.11319945";"Female";2001;3670;"Man around the house/housewife";"Primary-secondary school/no school";;"Dutch";"Wodka/Gin";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"12-08-2021 00:00:21";;1;;;;;;"8.21.11319945";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"12-08-2021 00:00:25";;1;;;;;;"8.21.11319945";"Q: Dank voor de snelle hulp.";"12-08-2021 00:00:30";1;;;;
16161;"8.20.13417498";"Female";1987;1074;"Part time";"University (Master)";"Administrative support";"Dutch";"Mixed drinks";"Yes";"Owner-occupied home";"Living together & kid(s)";"Holland";"Q: Bent u momenteel op vakantie?";"12-08-2021 09:21:42";1;;"8.20.13417498";"Q: Waar bent u op vakantie";"12-08-2021 09:23:06";"Spanje";;;;;;;"8.20.13417498";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"12-08-2021 09:23:17";1;;;;;;"8.20.13417498";"Q: Dank voor de snelle deelname.";"12-08-2021 09:23:21";1
17202;"12.20.31418539";"Female";1966;1060;"Part time";"Professional education (Bachelor)";"Management";"Dutch";"Beer (Lager)";"No";"Owner-occupied home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"13-08-2021 22:40:08";;1;;;;;;"12.20.31418539";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"13-08-2021 22:40:54";1;;;;;;;"12.20.31418539";"Q: Dank voor de snelle hulp.";"13-08-2021 22:41:05";1;;;;
4059;"8.17.2225396";"Female";1994;8200;"Full time (32+ hours)";"Professional education (Bachelor)";;"Dutch";"White wine";"Yes";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"17-08-2021 09:31:39";;1;;;;;;"8.17.2225396";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"17-08-2021 09:31:45";1;;;;;;;"8.17.2225396";"Q: Dank voor de snelle hulp.";"17-08-2021 09:31:47";1;;;;
18641;"8.21.17219978";"Female";2000;2406;"Full time (32+ hours)";"Primary-secondary school/no school";"Management";"English";"Red wine";"No";"Rental home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"17-08-2021 15:39:10";;1;;;;;;"8.21.17219978";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"17-08-2021 15:39:13";1;;;;;;;"8.21.17219978";"Q: Dank voor de snelle hulp.";"17-08-2021 15:39:15";1;;;;
4561;"10.17.1615898";"Male";1980;2660;"Full time (32+ hours)";"Vocational school";;"Dutch";"Red wine";"No";"Rental home";"Single & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"18-08-2021 17:36:37";;1;;;;;;"10.17.1615898";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"18-08-2021 17:36:42";;1;;;;;;"10.17.1615898";"Q: Dank voor de snelle hulp.";"18-08-2021 17:36:44";1;;;;
18651;"8.21.19419988";"Male";1981;2060;"Entrepreneur";"Advanced vocational education";"Projectmanagement";"Dutch";"Mixed drinks";"Yes";"Rental home";"Living together with room mates";"Belgium";"Q: Bent u momenteel op vakantie?";"19-08-2021 00:39:48";;1;;;;;;"8.21.19419988";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"19-08-2021 00:39:59";;1;;;;;;"8.21.19419988";"Q: Dank voor de snelle hulp.";"19-08-2021 00:40:03";1;;;;
17426;"1.21.28418763";"Male";1996;1059;"Full time (32+ hours)";"University (Master)";"Management";"English";"Red wine";"No";"Owner-occupied home";"Living together";"Belgium";"Q: Bent u momenteel op vakantie?";"19-08-2021 15:11:42";1;;"1.21.28418763";"Q: Waar bent u op vakantie";"19-08-2021 15:11:49";"Jaassaaaaaaaaaaassaaaaa";;;;;;;"1.21.28418763";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"19-08-2021 15:11:52";1;;;;;;"1.21.28418763";"Q: Dank voor de snelle deelname.";"19-08-2021 15:11:54";1
18657;"8.21.19419994";"Female";1975;9170;"(Temporarily) incapacitated";"Professional education (Bachelor)";"Executive staff";"Dutch";"White wine";"Yes";"Rental home";"Living together & kid(s)";"Belgium";"Q: Bent u momenteel op vakantie?";"19-08-2021 17:11:29";;1;;;;;;"8.21.19419994";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"19-08-2021 17:11:34";;1;;;;;;"8.21.19419994";"Q: Dank voor de snelle hulp.";"19-08-2021 17:11:37";1;;;;
13277;"6.19.02714614";"Female";2001;1770;"Student";"Primary-secondary school/no school";;"Dutch";"Soft drinks";"No";"Rental home";"Single";"Belgium";"Q: Bent u momenteel op vakantie?";"21-08-2021 16:54:03";;1;;;;;;"6.19.02714614";"Q: Gaat u kijken naar de wedstrijd van the Belgian Lions?";"21-08-2021 16:54:09";;1;;;;;;"6.19.02714614";"Q: Dank voor de snelle hulp.";"21-08-2021 16:54:12";1;;;;
